file	language	correlation	adjusted_r2	corr_tubelex	n	n_missing	corr_without_missing
en	English	-0.40432469612340693	0.5856363408436922	0.609775146115569	570	0	-0.40432469612340693
es	Spanish	-0.4185908884379403	0.3633288578597761	0.732180370001933	593	0	-0.4185908884379403
ja	Japanese	-0.3941879554641055	0.43954197189677324	0.6691164477292778	570	0	-0.3941879554641055
