file	language	correlation	adjusted_r2	corr_tubelex	n	n_missing	corr_without_missing	r	r_p	rho	rho_p	tau	tau_p
en	English	-0.736897075184662	0.6085443958402059	0.8493170325918713	570	0	-0.736897075184662	-0.7368970751846616	1.1696632448451838e-98	-0.5488178693181166	1.5554012330755006e-65	-0.6773771350291752	9.065568493787307e-78
es	Spanish	-0.5998028179596707	0.39304556268573687	0.8328205886128942	593	0	-0.5998028179596707	-0.599802817959671	3.2379736640358675e-59	-0.44312870022743067	1.5665447371562012e-45	-0.5657282872023118	1.815697597312722e-51
ja	Japanese	-0.5021152853554139	0.43566069654679196	0.7772077748220771	570	0	-0.5021152853554139	-0.5021152853554128	9.768872498923358e-38	-0.45937779382516036	5.7747119448877595e-46	-0.5845637796625343	1.5342168513085255e-53
