file	language	correlation	adjusted_r2	corr_tubelex	n	n_missing	corr_without_missing
en	English	-0.2965068256059543	0.5852551210036105	0.4742402619553382	570	0	-0.2965068256059543
es	Spanish	-0.19954245173700097	0.36532173308000704	0.4153226223087619	593	0	-0.19954245173700097
ja	Japanese	-0.19822621596131987	0.4377930374174047	0.3697149241870655	570	0	-0.19822621596131987
