file	language	correlation	corr_tubelex	n	n_missing	corr_without_missing
id	Indonesian	0.6319075635617507	0.921488247875466	1490	100	0.5801858554820709
ja	Japanese	0.48274942888306543	0.6692681483857564	81271	9576	0.3702824006052289
zh	Chinese	0.24199936672223687	0.4666640997217541	24325	3	0.24155641659767427
en	English	0.7707333756257287	0.9762683900739273	4923	21	0.7627724060951707
es	Spanish	0.4951463839076788	0.9351581854780654	1400	0	0.4951463839076788
