file	language	correlation	adjusted_r2	corr_tubelex	n	n_missing	corr_without_missing	r	r_p	rho	rho_p	tau	tau_p
en	English	-0.4058213730075635	0.5877043963871321	0.6234495657967376	570	0	-0.4058213730075635	-0.4058213730075636	5.212584086371687e-24	-0.5736534164948237	3.4711539335462107e-90	-0.7632984520271543	7.429896490927254e-110
es	Spanish	-0.3244516084210937	0.36317069827233295	0.5805529625105348	593	0	-0.3244516084210937	-0.32445160842109383	5.295990275846796e-16	-0.42611927267292304	2.2431025280753972e-52	-0.5929670570546813	1.377953578171841e-57
ja	Japanese	-0.26508906756281453	0.45687974267425	0.5812906742193888	570	0	-0.26508906756281453	-0.2650890675628147	1.2725592249278558e-10	-0.49269181869628725	4.9265820193296153e-67	-0.6721957252897336	3.5014542015917346e-76
