file	language	correlation	adjusted_r2	corr_tubelex	n	n_missing	corr_without_missing
en	English	-0.27078728025279225	0.4021551300692945	0.5542569373464574	38130	0	-0.27078728025279225
es	Spanish	-0.3694032826866685	0.6618376975348529	0.5237839493211984	45190	0	-0.3694032826866685
zh	Chinese	-0.3702498930278639	0.333615311909904	0.7164329018703107	12576	0	-0.3702498930278639
