file	language	correlation	corr_tubelex	n	n_missing	corr_without_missing
en	English	-0.6238173573505541	0.9023877519142209	38130	1016	-0.6080276799441381
es	Spanish	-0.8079149461244722	0.9680295693153417	45190	7270	-0.778489798223899
