file	language	Pearson's r	MAE	MSE	R2
spanish_lcp_labels	Spanish	-0.6181833562147828	0.1808898971770325	0.04433024617001965	-0.2542668261568988
english_lcp_labels	English	0.6964106396621396	0.10538677005329271	0.02225105672926311	0.3943109616139209
