file	language	Pearson's r	MAE	MSE	R2
spanish_lcp_labels	Spanish	-0.4541363691769616	0.18097927063884262	0.04436558735368637	-0.2552667591168982
english_lcp_labels	English	0.6508546468796509	0.10862732403474919	0.023318374312730185	0.36525784433286423
japanese_lcp_labels	Japanese	0.4777381325217597	0.14947781040101843	0.033507393717998706	0.22385967059624012
