file	language	correlation	corr_tubelex	n	n_missing	corr_without_missing
en	English	0.6455546457035781	0.9982566387752808	4682	3	0.6460091747984755
es	Spanish	0.6098846751493633	0.9858012862984056	820	15	0.5835559977091163
