file	language	correlation	corr_tubelex	n	n_missing	corr_without_missing
en	English	-0.6337101598740509	0.9452375719297854	38130	4740	-0.5959157386881279
es	Spanish	-0.7909563728476608	0.9487545702494576	45190	16202	-0.7382871896760359
