file	language	correlation	corr_tubelex	n	n_missing	corr_without_missing
en	English	0.6498063154433726	0.8699322873226708	4682	0	0.6498063154433726
es	Spanish	0.61150606600025	0.9215224438130148	820	15	0.5788069632288148
ja	Japanese	0.3536222826730126	0.5077179498315372	76883	49357	0.3568898201375388
