file	language	correlation	corr_tubelex	n	n_missing	corr_without_missing
en	English	-0.6330564551570276	0.8598603756365979	38130	3469	-0.598964639999117
es	Spanish	-0.7632335689054153	0.8442041797614048	45190	25774	-0.6523649769030355
zh	Chinese	-0.5874147192012094	0.7840254033840585	12576	0	-0.5874147192012094
