file	language	correlation	adjusted_r2	corr_tubelex	n	n_missing	corr_without_missing
en	English	-0.2439152332110103	0.5882676366205368	0.42892486169345795	570	0	-0.2439152332110103
es	Spanish	-0.21114851815425803	0.3634585881332931	0.4045265700563198	593	0	-0.21114851815425803
ja	Japanese	-0.17169438955267669	0.46007930015714205	0.4694325703255698	570	0	-0.17169438955267669
