file	language	correlation	adjusted_r2	corr_tubelex	n	n_missing	corr_without_missing
en	English	0.04975311556874293	0.6245153987816163	-0.32698286691060424	570	0	0.04975311556874293
es	Spanish	0.1430929376882703	0.39603942359527133	-0.5006477289477923	593	0	0.1430929376882703
ja	Japanese	0.23476170208017091	0.4493257266587499	-0.17916170993477246	570	0	0.23476170208017091
