file	language	correlation	corr_tubelex	n	n_missing	corr_without_missing
en	English	0.6619068425770727	0.848045142332536	4682	419	0.6266025084587403
es	Spanish	0.5090610580195347	0.7957185994714829	820	289	0.3721038192164033
