file	language	correlation	adjusted_r2	corr_tubelex	n	n_missing	corr_without_missing
en	English	-0.6274058222494792	0.39343534009102765	1.0	38130	0	-0.6274058222494792
es	Spanish	-0.810943796129835	0.6576081053959539	1.0	45190	0	-0.810943796129835
zh	Chinese	-0.5746256436511887	0.3300880837146981	1.0	12576	0	-0.5746256436511887
