file	language	Pearson's r	MAE	MSE	R2
spanish_lcp_labels	Spanish	0.6032157315746725	0.12288236111235401	0.02378072971303755	0.32715509256434505
english_lcp_labels	English	0.7656697736277327	0.09568489510806426	0.016438258358179837	0.5525393234644096
japanese_lcp_labels	Japanese	0.6612570694981776	0.12780806959468102	0.02567085965486533	0.4053793131065737
