file	language	correlation	adjusted_r2	corr_tubelex	n	n_missing	corr_without_missing
en	English	0.44491165065639887	0.5920269157069356	-0.45447575209818036	570	0	0.44491165065639887
es	Spanish	0.4200583717420643	0.3697420821841827	-0.5783908233066527	593	0	0.4200583717420643
ja	Japanese	0.15728342561756714	0.4425951115578943	-0.3581799916893739	570	0	0.15728342561756714
