file	language	Pearson's r	MAE	MSE	R2
spanish_lcp_labels	Spanish	0.5170189791753064	0.14293893731396606	0.029757536707722246	0.15804908961042086
english_lcp_labels	English	0.6413772815715435	0.10812022563809848	0.02447723436594998	0.33371287818590223
japanese_lcp_labels	Japanese	0.5816421068109418	0.1341983676844891	0.029018452300853263	0.32783816858087933
