file	language	correlation	corr_tubelex	n	n_missing	corr_without_missing
en	English	-0.6466286038255281	0.8753477171599602	38130	451	-0.6384874819027777
es	Spanish	-0.811323821495673	0.902883214127863	45190	8027	-0.7774777232322057
zh	Chinese	-0.5679496233388431	0.755988703998265	12576	52	-0.560069860955547
