file	language	correlation	corr_tubelex	n	n_missing	corr_without_missing
en	English	-0.6335405136795692	0.9463234273442931	38130	4756	-0.5957775716034478
es	Spanish	-0.7880793600579737	0.9528821700609184	45190	16106	-0.7329114610916578
zh	Chinese	-0.49839268440241613	0.8737460311199959	12576	1533	-0.4387626934667755
