file	language	correlation	corr_tubelex	n	n_missing	corr_without_missing
en	English	0.48194351484338893	0.6956094055082295	4682	270	0.5735477605167618
ja	Japanese	0.5721726073087714	0.8036154298976161	76883	26680	0.4447379618422725
