file	language	correlation	corr_tubelex	n	n_missing	corr_without_missing
spanish_lcp_labels	Spanish	-0.5866643264475985	0.9524786653117323	593	11	-0.5783843611692057
english_lcp_labels	English	-0.7488724502291795	0.9439620450434574	570	34	-0.6761243587758621
