file	language	correlation	adjusted_r2	corr_tubelex	n	n_missing	corr_without_missing
en	English	-0.6646233716970575	0.5798065131700252	0.8752551927467374	570	0	-0.6646233716970575
es	Spanish	-0.4643361235911776	0.3638064591381118	0.8088760386986494	593	0	-0.4643361235911776
ja	Japanese	-0.5899910955475801	0.4374439866877594	0.9196171491851162	570	0	-0.5899910955475801
