file	language	correlation	adjusted_r2	corr_tubelex	n	n_missing	corr_without_missing	r	r_p	rho	rho_p	tau	tau_p
en	English	-0.7623994857576365	0.5797759140700458	1.0	570	0	-0.7623994857576365	-0.7623994857576359	1.8885884400426743e-109	-0.5617882751989939	1.5365221575273991e-86	-0.7528448338546506	2.9773361241163826e-105
es	Spanish	-0.6035775322691067	0.36215094199382725	1.0	593	0	-0.6035775322691067	-0.6035775322691066	3.9247396023197976e-60	-0.41143523426880185	6.275427805763006e-49	-0.5737986953332708	3.201640142469931e-53
ja	Japanese	-0.6612794336321833	0.43547072542880805	1.0	570	0	-0.6612794336321833	-0.6612794336321831	6.080555852294494e-73	-0.49964845172087585	7.35013394456881e-69	-0.6811205583283919	6.172806849136822e-79
