file	language	correlation	adjusted_r2	corr_tubelex	n	n_missing	corr_without_missing
id	Indonesian	0.6665401609180718	0.46639116165967887	0.9809776695065789	1490	0	0.6665401609180718
ja	Japanese	0.6519907186019869	0.44757720520372224	0.9896147473107019	81271	0	0.6519907186019869
zh	Chinese	0.5150173513912409	0.26941365211404644	0.9398897489493723	24325	0	0.5150173513912409
en	English	0.802376802862476	0.6550129584004734	0.9882833522276854	4923	0	0.802376802862476
es	Spanish	0.5576689895809895	0.31016840436390036	0.9842812733297215	1400	0	0.5576689895809895
