file	language	correlation	corr_tubelex	n	n_missing	corr_without_missing
en	English	0.6643301199557715	0.9611887345763622	4682	28	0.6613165972638598
es	Spanish	0.5903777682992147	0.9632828302190257	820	44	0.5252003898414856
ja	Japanese	0.5055102208810835	0.9513995520560057	76883	20417	0.38125554362144715
