file	language	correlation	adjusted_r2	corr_tubelex	n	n_missing	corr_without_missing
en	English	-0.4370827614265346	0.5878276106881264	0.6614175727870422	570	0	-0.4370827614265346
es	Spanish	-0.3478738624356315	0.363173660593508	0.6179401841530424	593	0	-0.3478738624356315
ja	Japanese	-0.30421994303983974	0.4558260309758676	0.6282819634190757	570	0	-0.30421994303983974
