file	language	correlation	corr_tubelex	n	n_missing	corr_without_missing
id	Indonesian	0.6166	0.9887	1490	10	0.6137575570430913
en	English	0.7768	0.9996	4923	35	0.7639530304052744
es	Spanish	0.5452	0.9977	1400	0	0.545221802735403
