file	language	correlation	corr_tubelex	n	n_missing	corr_without_missing
id	Indonesian	0.4447742478748582	0.5797016875186825	1490	803	0.2929577235027285
ja	Japanese	0.44490262683943677	0.7111243943846216	81271	47281	0.2011864465268759
en	English	0.6937547552066512	0.8844691350746098	4923	817	0.6481762313371475
es	Spanish	0.5546128461320236	0.8091014053916615	1400	200	0.5019632783916886
