file	language	correlation	corr_tubelex	n	n_missing	corr_without_missing
spanish_lcp_labels	Spanish	-0.5044129036501978	0.7804803589280427	593	204	-0.3872587425013809
english_lcp_labels	English	-0.6391618376538689	0.8325414371008186	570	123	-0.5181435437308148
