file	language	correlation	adjusted_r2	corr_tubelex	n	n_missing	corr_without_missing	r	r_p	rho	rho_p	tau	tau_p
en	English	-0.6271100616959162	0.4181250626964922	0.881849192302782	38130	0	-0.6271100616959162	-0.6271100616959167	0.0	-0.49351129367688146	0.0	-0.6616711828217993	0.0
es	Spanish	-0.8111121171282897	0.6755596076826733	0.9472822821681721	45190	0	-0.8111121171282897	-0.8111121171282906	0.0	-0.6412588933801509	0.0	-0.8160271899606187	0.0
zh	Chinese	-0.5793009503283726	0.34924100728242924	0.9064159270664978	12576	0	-0.5793009503283726	-0.5793009503283731	0.0	-0.448710449054387	0.0	-0.6115829538344209	0.0
