file	language	correlation	corr_tubelex	n	n_missing	corr_without_missing
en	English	0.6634607389000432	0.9591344882984458	4682	28	0.6604215752676235
es	Spanish	0.5887876464225068	0.9494696366122973	820	42	0.5226656001596363
