file	language	correlation	adjusted_r2	corr_tubelex	n	n_missing	corr_without_missing
en	English	-0.7449989402892995	0.5848118279255206	0.947453194640571	570	0	-0.7449989402892995
es	Spanish	-0.625334978417017	0.389584872009766	0.9740896585459322	593	0	-0.625334978417017
ja	Japanese	-0.6656896081981416	0.44321868512914864	0.9798443454707886	570	0	-0.6656896081981416
