file	language	correlation	adjusted_r2	corr_tubelex	n	n_missing	corr_without_missing	r	r_p	rho	rho_p	tau	tau_p
en	English	-0.461561269437548	0.5871188010892867	0.6869419363818827	570	0	-0.461561269437548	-0.4615612694375476	2.033841467646892e-31	-0.5739709889614689	3.0349121321626675e-90	-0.7635771701201468	5.559047885762684e-110
es	Spanish	-0.4007572671458856	0.36278604148512494	0.6939808938321986	593	0	-0.4007572671458856	-0.4007572671458859	2.761765048777585e-24	-0.4296014208738353	3.616320578181262e-53	-0.5966983024384546	1.798577352153576e-58
ja	Japanese	-0.364394457893982	0.4525496905071231	0.6938031273814758	570	0	-0.364394457893982	-0.3643944578939823	2.4344790651807515e-19	-0.4952783241604451	1.1465764258582874e-67	-0.6756555742574132	3.0778402023478137e-77
