file	language	correlation	adjusted_r2	corr_tubelex	n	n_missing	corr_without_missing
en	English	-0.1455754652308494	0.4031813145208708	0.3765100645322123	38130	0	-0.1455754652308494
es	Spanish	-0.17577417963094008	0.6629075664008918	0.3022672011406475	45190	0	-0.17577417963094008
zh	Chinese	-0.19955089116204436	0.34318887886502114	0.5176781811282857	12576	0	-0.19955089116204436
