file	language	correlation	adjusted_r2	corr_tubelex	n	n_missing	corr_without_missing
en	English	-0.5495400806320745	0.581887090377851	0.6764980886800432	570	0	-0.5495400806320745
es	Spanish	-0.37144340151046423	0.3621570756993697	0.6186213946827036	593	0	-0.37144340151046423
ja	Japanese	-0.3567158520767812	0.43814507762218535	0.6035679684896248	570	0	-0.3567158520767812
