file	language	correlation	adjusted_r2	corr_tubelex	n	n_missing	corr_without_missing
en	English	-0.28783186054921794	0.5850397110274151	0.46179384579789906	570	0	-0.28783186054921794
es	Spanish	-0.16846073996213826	0.36635845236507913	0.3784120213447553	593	0	-0.16846073996213826
ja	Japanese	-0.12981889457702475	0.4372142222366793	0.2599956579829619	570	0	-0.12981889457702475
