file	language	correlation	adjusted_r2	corr_tubelex	n	n_missing	corr_without_missing
en	English	-0.16924172665454557	0.5841008851482268	0.13668561661203613	570	0	-0.16924172665454557
es	Spanish	-0.15560692018014702	0.36288374514894284	0.21407164171065754	593	0	-0.15560692018014702
ja	Japanese	-0.030221840978122978	0.43891136001700437	0.13551167096607977	570	0	-0.030221840978122978
