file	language	correlation	corr_tubelex	n	n_missing	corr_without_missing
en	English	-0.6317772039735375	0.9301566424406296	38130	941	-0.6171180154380237
es	Spanish	-0.8006996049931983	0.9492114360703439	45190	10169	-0.760376876371073
zh	Chinese	-0.422736263999292	0.6094252646719287	12576	27	-0.412874616493391
