file	language	correlation	adjusted_r2	corr_tubelex	n	n_missing	corr_without_missing	r	r_p	rho	rho_p	tau	tau_p
id	Indonesian	0.6591362195920452	0.4444064496461525	0.979271468123432	1490	0	0.6591362195920452	0.6591362195920459	2.1311296644982324e-186	0.46748906754632497	9.790348324162435e-161	0.655084200822962	2.2885917951578494e-183
ja	Japanese	0.6424167872125246	0.42208462255192747	0.9910010377488643	81271	0	0.6424167872125246	0.6424167872125245	0.0	0.4732471864959134	0.0	0.651577794057387	0.0
zh	Chinese	0.5084189261640951	0.26123793223644376	0.9707455123742565	24325	0	0.5084189261640951	0.5084189261640952	0.0	0.363837430980555	0.0	0.5217772567653152	0.0
en	English	0.7881008981853147	0.621231703671637	0.9887483307227156	4923	0	0.7881008981853147	0.7881008981853148	0.0	0.6161296088481953	0.0	0.8104206788189882	0.0
es	Spanish	0.5464545612341969	0.2999331818534684	0.9853651158945507	1400	0	0.5464545612341969	0.546454561234197	8.230921358628324e-110	0.3679595602871552	7.130765555913497e-94	0.5272492076079512	5.336671392420602e-101
