file	language	correlation	adjusted_r2	corr_tubelex	n	n_missing	corr_without_missing	r	r_p	rho	rho_p	tau	tau_p
en	English	-0.3131134414756106	0.5834763197897601	0.4805440874102238	570	0	-0.3131134414756106	-0.3131134414756104	1.973823264682222e-14	-0.5318781479951021	8.535939170736131e-78	-0.7141087554188631	4.989099343227374e-90
es	Spanish	-0.1763790544367046	0.36569884128605823	0.38321999608056395	593	0	-0.1763790544367046	-0.17637905443670454	1.5605682253795702e-05	-0.4136126760881036	1.8914825456683368e-49	-0.5786937140573006	2.616891021445766e-54
ja	Japanese	-0.2855626809053953	0.439230256012064	0.5130101841641004	570	0	-0.2855626809053953	-0.2855626809053954	3.706605403476352e-12	-0.39366894705420513	1.9078250407770216e-43	-0.5486850173883135	4.0296673487133765e-46
