file	language	correlation	adjusted_r2	corr_tubelex	n	n_missing	corr_without_missing
en	English	-0.16709126838885444	0.4039111840263917	0.4136257660179123	38130	0	-0.16709126838885444
es	Spanish	-0.21361058398781443	0.6634777946359344	0.3517941886137946	45190	0	-0.21361058398781443
zh	Chinese	-0.1700372222735292	0.34034877668437924	0.4530483183763095	12576	0	-0.1700372222735292
