file	language	correlation	adjusted_r2	corr_tubelex	n	n_missing	corr_without_missing	r	r_p	rho	rho_p	tau	tau_p
en	English	-0.18405989395982164	0.4042157700969037	0.44073003278085016	38130	0	-0.18405989395982164	-0.18405989395982145	9.889153794168515e-288	-0.4743091685956379	0.0	-0.6615135917260172	0.0
es	Spanish	-0.21708859873468817	0.6635018783461561	0.356109847607357	45190	0	-0.21708859873468817	-0.2170885987346881	0.0	-0.6364583700783155	0.0	-0.8211253575931268	0.0
zh	Chinese	-0.22924522198919112	0.34382355035774914	0.566943868541159	12576	0	-0.22924522198919112	-0.22924522198919114	1.2331498204841844e-149	-0.42435476808401795	0.0	-0.5991722700867576	0.0
