file	language	correlation	adjusted_r2	corr_tubelex	n	n_missing	corr_without_missing
en	English	-0.4008639829230747	0.5900275957491417	0.4045540077636971	570	0	-0.4008639829230747
es	Spanish	-0.3984662542188294	0.3905035366306715	0.40561033396691865	593	0	-0.3984662542188294
ja	Japanese	-0.15752986439345157	0.43652001402233975	0.2885869640740033	570	0	-0.15752986439345157
