file	language	correlation	adjusted_r2	corr_tubelex	n	n_missing	corr_without_missing
en	English	-0.4057790316809474	0.4065823219075313	0.4883189247659746	38130	0	-0.4057790316809474
es	Spanish	-0.10197070136573483	0.6633891663229046	0.03208794303916946	45190	0	-0.10197070136573483
zh	Chinese	-0.19579283909534606	0.3310887571718987	0.28801758041900277	12576	0	-0.19579283909534606
