file	language	Pearson's r	MAE	MSE	R2
spanish_lcp_labels	Spanish	0.6530999347023518	0.12911596937671518	0.02480523051579019	0.2981681709637881
english_lcp_labels	English	0.7570688052922901	0.09513212354051903	0.016654176831288687	0.5466618744093678
japanese_lcp_labels	Japanese	0.5933233875512448	0.14755438088940886	0.03337648960748637	0.22689183598362972
