file	language	Pearson's r	MAE	MSE	R2
english_lcp_labels	English	0.34854753434511243	0.1328908152203201	0.03523671641210257	0.04083239105398773
japanese_lcp_labels	Japanese	0.3785998549493282	0.15643291076082214	0.03865194808948113	0.10469504209297587
