file	language	correlation	adjusted_r2	corr_tubelex	n	n_missing	corr_without_missing	r	r_p	rho	rho_p	tau	tau_p
en	English	-0.42752260905355643	0.58717252255875	0.6466547336691741	570	0	-0.42752260905355643	-0.4275226090535562	9.890361984848697e-27	-0.5741682304438734	2.4097185412100937e-90	-0.7635730446346404	5.58298462225482e-110
es	Spanish	-0.36610701989489197	0.36299105181080715	0.6432667695603114	593	0	-0.36610701989489197	-0.36610701989489214	3.014334758765475e-20	-0.42708400084814613	1.3229967705464209e-52	-0.5934659225659681	1.0511678136467537e-57
ja	Japanese	-0.3111567625370397	0.45510952027825347	0.6346985785114285	570	0	-0.3111567625370397	-0.31115676253703994	2.916498932179835e-14	-0.49428592500868995	1.8623043636842502e-67	-0.6743941518187805	7.497604815410604e-77
