file	language	correlation	corr_tubelex	n	n_missing	corr_without_missing
id	Indonesian	0.45547341188820784	0.8183298897670761	1490	12	0.46573166550513073
ja	Japanese	0.4656004837235878	0.8640559631547047	81271	5863	0.42913463693743614
zh	Chinese	0.3344860291903343	0.7020017269527137	24325	347	0.31918681984815417
en	English	0.6610889840148028	0.8956897505042444	4923	4	0.661240249692624
es	Spanish	0.3294433124925001	0.8309015932205427	1400	0	0.3294433124925001
