file	language	correlation	corr_tubelex	n	n_missing	corr_without_missing
id	Indonesian	0.6245288110986237	1.0	1490	10	0.6220662246708978
ja	Japanese	0.6236648183724387	1.0	81271	7524	0.5759266276823064
zh	Chinese	0.5062709665877577	1.0	24325	635	0.48278426590174606
en	English	0.7767406648667257	1.0	4923	37	0.7635474430934182
es	Spanish	0.5466553285034869	1.0	1400	0	0.5466553285034869
