file	language	correlation	adjusted_r2	corr_tubelex	n	n_missing	corr_without_missing
id	Indonesian	0.5747091124519166	0.4153609549088898	0.7487173332258152	1490	0	0.5747091124519166
ja	Japanese	0.6382538048928017	0.4251789876143829	0.8763897856472628	81271	0	0.6382538048928017
zh	Chinese	0.5027337553204617	0.28214337899801323	0.8040344424274952	24325	0	0.5027337553204617
en	English	0.7352366123146507	0.6536601117467771	0.7577965830407096	4923	0	0.7352366123146507
es	Spanish	0.45522214486346946	0.3195057216452877	0.6220763630129234	1400	0	0.45522214486346946
