file	language	correlation	adjusted_r2	corr_tubelex	n	n_missing	corr_without_missing
en	English	-0.2999993800190573	0.3939838179162426	0.4505098263428817	38130	0	-0.2999993800190573
es	Spanish	-0.5350813144145558	0.6576565534413537	0.653788088194849	45190	0	-0.5350813144145558
zh	Chinese	-0.35417242223451867	0.3386202205721689	0.4749005273502513	12576	0	-0.35417242223451867
