file	language	correlation	adjusted_r2	corr_tubelex	n	n_missing	corr_without_missing
en	English	-0.5419893205307861	0.5801594551504472	0.6923979786737401	570	0	-0.5419893205307861
es	Spanish	-0.3654599642490561	0.3624536922100975	0.6278883975809826	593	0	-0.3654599642490561
ja	Japanese	-0.3579036351755088	0.4384374244377024	0.6082816226181644	570	0	-0.3579036351755088
