file	language	correlation	adjusted_r2	corr_tubelex	n	n_missing	corr_without_missing	r	r_p	rho	rho_p	tau	tau_p
en	English	-0.665805730771135	0.5958280320566689	0.7668259188732572	570	0	-0.665805730771135	-0.6658057307711353	2.8662034521545355e-74	-0.41924450150575904	5.019631687804558e-49	-0.5805674386128555	1.143366286854576e-52
es	Spanish	-0.5649355077890965	0.3894134155829121	0.7577810354715832	593	0	-0.5649355077890965	-0.5649355077890967	2.683583284116865e-51	-0.36557386225440597	5.160065227275412e-39	-0.5190734096753873	3.232783782547165e-42
ja	Japanese	-0.4518451484612577	0.4357249011872667	0.7052047042468511	570	0	-0.4518451484612577	-0.45184514846125795	5.018282471774199e-30	-0.3085647447354874	2.4049853216198173e-27	-0.43842948219151245	3.5539102785044987e-28
