file	language	correlation	adjusted_r2	corr_tubelex	n	n_missing	corr_without_missing
id	Indonesian	0.6153583887089197	0.3962607887979215	0.9391993921904748	1490	0	0.6153583887089197
ja	Japanese	0.47640979075721396	0.3970126679908592	0.8417061891375779	81271	0	0.47640979075721396
zh	Chinese	0.41438525031534146	0.2580276705268286	0.860886237657081	24325	0	0.41438525031534146
en	English	0.7005496823135685	0.612697574411337	0.9436139953217016	4923	0	0.7005496823135685
es	Spanish	0.522649084744718	0.29805837616432684	0.9632434266184132	1400	0	0.522649084744718
