file	language	Pearson's r	MAE	MSE	R2
spanish_lcp_labels	Spanish	0.592618973609222	0.14194138066785003	0.029185692326675637	0.17422868478163056
english_lcp_labels	English	0.670507479354056	0.10383713905959437	0.02247454008689489	0.38822759120925765
japanese_lcp_labels	Japanese	0.5250408051568715	0.14931582427959295	0.03479126918864772	0.19412093474918213
