file	language	correlation	adjusted_r2	corr_tubelex	n	n_missing	corr_without_missing
en	English	-0.22322088272622784	0.4047816008132402	0.5015483534561743	38130	0	-0.22322088272622784
es	Spanish	-0.2593046419158762	0.663897546245729	0.4089510912461939	45190	0	-0.2593046419158762
zh	Chinese	-0.2576695238864098	0.34414338100308883	0.6116268238213346	12576	0	-0.2576695238864098
