file	language	correlation	corr_tubelex	n	n_missing	corr_without_missing
id	Indonesian	0.5817837327394401	0.8493055975317031	1490	7	0.5753720361607817
ja	Japanese	0.29628902872877677	0.45180569724092495	81271	53796	0.3275038220366933
zh	Chinese	0.444230890825922	0.6949005987058684	24325	196	0.4336999224186061
en	English	0.776407840540613	0.9257732657259768	4923	14	0.7699023796933199
es	Spanish	0.5528749540746718	0.826269130560353	1400	0	0.5528749540746718
