file	language	correlation	adjusted_r2	corr_tubelex	n	n_missing	corr_without_missing
en	English	-0.25315606296685345	0.4046791455223435	0.5442013394847491	38130	0	-0.25315606296685345
es	Spanish	-0.3400641980603805	0.6637879979117616	0.5030762392817484	45190	0	-0.3400641980603805
zh	Chinese	-0.29280437105904183	0.3413857611459137	0.6500978013286542	12576	0	-0.29280437105904183
