file	language	correlation	adjusted_r2	corr_tubelex	n	n_missing	corr_without_missing
id	Indonesian	0.11056262595728224	0.39166152784238795	0.2535798919381226	1490	0	0.11056262595728224
ja	Japanese	0.32171637974470796	0.38903388272962347	0.5020468795544349	81271	0	0.32171637974470796
zh	Chinese	0.20137443138186165	0.257075024225936	0.34447201810775363	24325	0	0.20137443138186165
en	English	0.26575350040852075	0.6087145986955349	0.2489925535940615	4923	0	0.26575350040852075
es	Spanish	-0.19980918595511696	0.29793919434111227	-0.3819555255729978	1400	0	-0.19980918595511696
