file	language	correlation	adjusted_r2	corr_tubelex	n	n_missing	corr_without_missing	r	r_p	rho	rho_p	tau	tau_p
en	English	-0.32904327370379405	0.4035354556993066	0.6457191895416453	38130	0	-0.32904327370379405	-0.329043273703794	0.0	-0.4570207897535167	0.0	-0.6413651378452718	0.0
es	Spanish	-0.4977692794573432	0.6612101663570691	0.6687856727782421	45190	0	-0.4977692794573432	-0.4977692794573431	0.0	-0.6199971925332846	0.0	-0.8080443712749288	0.0
zh	Chinese	-0.45958398692247965	0.33299881485470273	0.7362683519742655	12576	0	-0.45958398692247965	-0.4595839869224796	0.0	-0.3212746982740773	0.0	-0.4631886503035371	0.0
