file	language	correlation	corr_tubelex	n	n_missing	corr_without_missing
en	English	0.6659918228095383	0.8699929868114616	4682	544	0.6240449182067066
es	Spanish	0.49986892212982953	0.7876212437005895	820	317	0.3766350998682813
